대학명,계열,학점,토익,토스,오픽,자격증,수상경험,인턴,해외경험,봉사활동,기업명,부서
울산대학교,기계/자동차/조선공학,3.77 / 4.5,820,L6,NH,0개,0회,0회,0회,0회,현대건설㈜,플랜트
동국대학교(경주),기계/자동차/조선공학,3.71 / 4.5,870,없음,IL,0개,0회,0회,0회,0회,현대건설㈜,플랜트
부산대학교(밀양),기계/자동차/조선공학,4.06 / 4.5,735,L5,없음,2개,0회,1회,0회,1회,㈜한화/기계,생산관리
세종대학교,기계/자동차/조선공학,3.8 / 4.5,760,없음,IM,0개,0회,0회,0회,0회,㈜한화/기계,기계·기구설계
국민대학교,기계/자동차/조선공학,3.85 / 4.5,860,L6,IM,1개,0회,0회,1회,1회,㈜한화/기계,생산관리
한국기술교육대학교,기계/자동차/조선공학,4.15 / 4.5,905,없음,IM,4개,0회,1회,3회,1회,㈜한화건설,플랜트
영남대학교,기계/자동차/조선공학,3.89 / 4.5,755,L5,IM,0개,0회,0회,0회,0회,㈜한화건설,플랜트
국민대학교,기계/자동차/조선공학,3.95 / 4.5,880,없음,IL,1개,0회,0회,0회,0회,㈜한화건설,플랜트
숭실대학교,기계/자동차/조선공학,3.65 / 4.5,870,없음,IL,2개,0회,0회,0회,0회,㈜한화건설,건축설계
홍익대학교(서울),기계/자동차/조선공학,3.42 / 4.5,750,L6,IL,0개,0회,0회,0회,0회,㈜한화건설,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,3.37 / 4.5,745,없음,NH,0개,0회,0회,0회,0회,㈜한화건설,플랜트
한동대학교,기계/자동차/조선공학,3.77 / 4.5,915,L5,IL,1개,0회,0회,0회,0회,S-OIL(주),생산관리
부산대학교(밀양),기계/자동차/조선공학,3.7 / 4.5,800,없음,NH,0개,0회,0회,0회,0회,SK텔레콤㈜,네트워크관리
숭실대학교,기계/자동차/조선공학,3.34 / 4.5,760,없음,NH,1개,0회,0회,0회,0회,SK건설㈜,플랜트
충남대학교,기계/자동차/조선공학,4.09 / 4.5,860,L7,NH,2개,0회,0회,0회,0회,SK건설㈜,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,3.49 / 4.5,840,없음,IL,0개,0회,0회,0회,0회,SK건설㈜,플랜트
가천대학교 경원캠퍼스,기계/자동차/조선공학,3.6 / 4.5,720,L7,IL,1개,0회,0회,0회,0회,SK건설㈜,플랜트
한양대학교(서울),기계/자동차/조선공학,3.47 / 4.5,700,L6,NH,1개,0회,0회,0회,0회,SK건설㈜,플랜트
서강대학교,기계/자동차/조선공학,3.33 / 4.5,715,없음,IM,0개,0회,0회,2회,0회,㈜LG화학,노인복지시설
부산대학교(밀양),기계/자동차/조선공학,3.24 / 4.5,640,없음,IL,3개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
중앙대학교(서울),기계/자동차/조선공학,3.54 / 4.5,735,L6,없음,1개,0회,0회,1회,0회,LG전자㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.02 / 4.5,675,없음,IM,0개,0회,0회,1회,0회,LG전자㈜,생산관리
국민대학교,기계/자동차/조선공학,3.56 / 4.5,890,L7,IL,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
중앙대학교(서울),기계/자동차/조선공학,3.53 / 4.5,855,없음,IL,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
한동대학교,기계/자동차/조선공학,3.91 / 4.5,895,없음,NH,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
한국항공대학교,기계/자동차/조선공학,3.45 / 4.5,705,L5,IL,0개,0회,0회,0회,0회,LG전자㈜,연구·실험·기술
서울시립대학교,기계/자동차/조선공학,3.11 / 4.5,765,L5,없음,1개,0회,0회,0회,0회,LG이노텍㈜,연구·실험·기술
전북대학교,기계/자동차/조선공학,4.21 / 4.5,785,L8,IL,0개,0회,0회,0회,0회,LG이노텍㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,4.13 / 4.5,720,없음,IL,2개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
부경대학교,기계/자동차/조선공학,3.79 / 4.5,860,L6,없음,1개,0회,0회,0회,1회,LG디스플레이㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.58 / 4.5,730,L6,없음,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
중앙대학교(서울),기계/자동차/조선공학,3.25 / 4.5,775,없음,NH,0개,0회,0회,0회,0회,LG디스플레이㈜,품질관리
부산대학교(밀양),기계/자동차/조선공학,3.61 / 4.5,930,없음,NH,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.75 / 4.5,860,없음,NH,1개,0회,0회,0회,0회,LG디스플레이㈜,공정엔지니어
영남대학교,기계/자동차/조선공학,3.8 / 4.5,880,L5,NH,0개,0회,0회,0회,0회,LG디스플레이㈜,연구·실험·기술
고려대학교(세종),기계/자동차/조선공학,3.54 / 4.5,910,L6,NH,0개,0회,0회,0회,0회,LG CNS,현미경·SEM·TEM
한양대학교(서울),기계/자동차/조선공학,3.01 / 4.5,785,없음,IL,0개,0회,0회,1회,0회,(주)케이씨씨건설,플랜트
한국항공대학교,기계/자동차/조선공학,3.23 / 4.5,855,L7,없음,0개,0회,0회,1회,2회,GS건설,플랜트
성균관대학교(자연과학),기계/자동차/조선공학,4.08 / 4.5,895,L5,NH,0개,0회,0회,0회,0회,GS건설,플랜트
중앙대학교(서울),기계/자동차/조선공학,3.81 / 4.5,745,L5,NH,0개,0회,0회,0회,0회,GS건설,플랜트
한양대학교(서울),기계/자동차/조선공학,3.58 / 4.5,740,L5,없음,1개,0회,0회,0회,1회,한국GM㈜,연구·실험·기술
인하대학교,기계/자동차/조선공학,3.68 / 4.5,945,없음,IM,0개,0회,0회,0회,0회,한국GM㈜,제품개발
영남대학교,기계/자동차/조선공학,4.05 / 4.5,740,없음,IM,2개,1회,1회,0회,1회,CJ푸드빌㈜,생산관리
부산대학교(밀양),기계/자동차/조선공학,3.6 / 4.5,800,L5,없음,4개,0회,0회,0회,0회,㈜효성,기술영업(건설)
건국대학교(서울),기계/자동차/조선공학,3.52 / 4.5,870,L5,IL,0개,0회,0회,0회,0회,삼성코닝정밀소재,연구·실험·기술
동아대학교,기계/자동차/조선공학,3.5 / 4.5,875,없음,IL,0개,0회,0회,0회,0회,삼성중공업㈜,기계
부산대학교(밀양),기계/자동차/조선공학,3.02 / 4.5,685,L5,없음,0개,2회,0회,0회,0회,삼성중공업㈜,생산관리
울산대학교,기계/자동차/조선공학,3.74 / 4.5,650,없음,IL,1개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
울산대학교,기계/자동차/조선공학,3.77 / 4.5,820,L6,NH,0개,0회,0회,0회,0회,삼성중공업㈜,기술직
부산대학교(밀양),기계/자동차/조선공학,3.2 / 4.5,750,L5,IL,3개,0회,0회,0회,0회,삼성중공업㈜,플랜트
한국해양대학교,기계/자동차/조선공학,4.1 / 4.5,755,L5,NH,1개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
경상대학교,기계/자동차/조선공학,3.66 / 4.5,885,L6,IL,1개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
인하대학교,기계/자동차/조선공학,3.3 / 4.5,없음,없음,IL,0개,0회,0회,0회,0회,삼성전자㈜,기계·기구설계
영남대학교,기계/자동차/조선공학,3.57 / 4.5,610,없음,IL,1개,0회,1회,0회,0회,삼성전자㈜,기계
한양대학교(서울),기계/자동차/조선공학,3.39 / 4.5,845,L5,NH,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
한국항공대학교,기계/자동차/조선공학,3.4 / 4.5,915,L5,IL,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
아주대학교,기계/자동차/조선공학,3.2 / 4.5,785,없음,IL,0개,0회,0회,0회,0회,삼성전자㈜,기계
영남대학교,기계/자동차/조선공학,3.85 / 4.5,845,없음,IM,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
한국기술교육대학교,기계/자동차/조선공학,3.51 / 4.5,745,L6,NH,0개,0회,0회,0회,0회,삼성전자㈜,전기설계
충북대학교,기계/자동차/조선공학,3.66 / 4.5,830,L6,IL,4개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
한성대학교,기계/자동차/조선공학,3.88 / 4.5,855,L6,IM,0개,0회,0회,1회,2회,삼성전자㈜,생산관리
숭실대학교,기계/자동차/조선공학,3.96 / 4.5,850,없음,IM,1개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
한국항공대학교,기계/자동차/조선공학,3.4 / 4.5,920,L7,IL,1개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.6 / 4.5,800,L5,없음,4개,0회,0회,0회,0회,삼성전기㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.95 / 4.5,없음,L5,없음,0개,0회,0회,0회,0회,삼성엔지니어링㈜,플랜트
한양대학교(서울),기계/자동차/조선공학,3.38 / 4.5,835,L7,NH,1개,0회,0회,0회,0회,삼성엔지니어링㈜,플랜트
한양대학교(서울),기계/자동차/조선공학,3.46 / 4.5,840,없음,IL,1개,0회,0회,0회,0회,삼성엔지니어링㈜,플랜트
경상대학교,기계/자동차/조선공학,3.85 / 4.5,800,L6,NH,1개,0회,0회,0회,0회,삼부토건(주),플랜트
인하대학교,기계/자동차/조선공학,3.01 / 4.5,685,없음,IL,0개,0회,0회,0회,0회,두산중공업㈜,공정관리
목포해양대학교,기계/자동차/조선공학,4.19 / 4.5,775,L6,IM,1개,0회,0회,2회,3회,두산중공업㈜,자동차·조선설계
한국해양대학교,기계/자동차/조선공학,4.09 / 4.5,730,L1,없음,1개,0회,0회,0회,0회,두산중공업㈜,자동차·조선설계
금오공과대학교,기계/자동차/조선공학,3.67 / 4.5,755,없음,IL,2개,0회,1회,0회,0회,두산중공업㈜,플랜트
인하대학교,기계/자동차/조선공학,3.32 / 4.5,785,L5,NH,0개,0회,0회,0회,0회,두산중공업㈜,플랜트
충북대학교,기계/자동차/조선공학,3.67 / 4.5,685,L7,IL,0개,0회,0회,0회,0회,두산중공업㈜,건축시공
고려대학교(세종),기계/자동차/조선공학,3.15 / 4.5,730,L7,NH,0개,0회,0회,0회,0회,두산중공업㈜,건축시공
충남대학교,기계/자동차/조선공학,3.7 / 4.5,875,L6,NH,2개,0회,0회,0회,0회,두산중공업㈜,기계·기구설계
중앙대학교(서울),기계/자동차/조선공학,3.33 / 4.5,770,없음,NH,0개,0회,0회,0회,0회,두산중공업㈜,건축시공
한양대학교(서울),기계/자동차/조선공학,3.52 / 4.5,810,L6,NH,0개,0회,0회,0회,0회,두산중공업㈜,기계·기구설계
부산대학교(밀양),기계/자동차/조선공학,3.12 / 4.5,670,없음,NH,0개,0회,0회,0회,0회,두산중공업㈜,건축시공
경상대학교,기계/자동차/조선공학,3.89 / 4.5,665,L6,NH,3개,0회,0회,0회,0회,두산중공업㈜,플랜트
중앙대학교(서울),기계/자동차/조선공학,3.3 / 4.5,760,없음,NH,0개,0회,0회,0회,0회,두산중공업㈜,플랜트
영남대학교,기계/자동차/조선공학,3.98 / 4.5,800,없음,IM,1개,1회,1회,0회,0회,두산중공업㈜,플랜트
동아대학교,기계/자동차/조선공학,4.01 / 4.5,630,L7,NH,1개,0회,0회,0회,0회,두산중공업㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.7 / 4.5,635,L6,NH,1개,0회,0회,0회,0회,두산중공업㈜,경영지원
안동대학교,기계/자동차/조선공학,3.13 / 4.5,830,L6,없음,0개,0회,1회,1회,0회,두산중공업㈜,플랜트
한양대학교(서울),기계/자동차/조선공학,3.98 / 4.5,855,L5,NH,0개,0회,0회,0회,0회,두산중공업㈜,플랜트
경상대학교,기계/자동차/조선공학,3.82 / 4.5,835,L6,NH,1개,0회,0회,0회,0회,두산중공업㈜,기술영업(IT)
성균관대학교(자연과학),기계/자동차/조선공학,3.18 / 4.5,625,L6,IL,1개,0회,0회,0회,0회,두산중공업㈜,연구·실험·기술
한국항공대학교,기계/자동차/조선공학,3.47 / 4.5,815,L7,IL,0개,0회,0회,0회,0회,두산중공업㈜,플랜트
울산대학교,기계/자동차/조선공학,3.74 / 4.5,795,L6,NH,0개,0회,0회,0회,0회,두산중공업㈜,생산관리
충북대학교,기계/자동차/조선공학,3.56 / 4.5,825,없음,IM,1개,0회,0회,1회,0회,두산인프라코어㈜,기술영업(건설)
한양대학교(서울),기계/자동차/조선공학,3.49 / 4.5,615,없음,IL,0개,0회,0회,0회,1회,두산인프라코어㈜,연구·실험·기술
부산대학교(밀양),기계/자동차/조선공학,3.56 / 4.5,700,L5,없음,0개,0회,0회,1회,2회,두산인프라코어㈜,연구·실험·기술
홍익대학교(서울),기계/자동차/조선공학,3.81 / 4.5,810,L6,없음,2개,0회,1회,1회,1회,두산인프라코어㈜,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.25 / 4.5,630,L4,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,기계·기구설계
홍익대학교(서울),기계/자동차/조선공학,3.52 / 4.5,870,L6,IM,1개,0회,0회,0회,0회,두산인프라코어㈜,기계·기구설계
중앙대학교(서울),기계/자동차/조선공학,3.25 / 4.5,820,L6,NH,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
충남대학교,기계/자동차/조선공학,3.85 / 4.5,880,없음,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,시설관리
부산대학교(밀양),기계/자동차/조선공학,3.66 / 4.5,605,없음,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
한동대학교,기계/자동차/조선공학,3.81 / 4.5,830,없음,NH,1개,0회,0회,0회,0회,두산인프라코어㈜,기계·기구설계
한국기술교육대학교,기계/자동차/조선공학,3.51 / 4.5,745,L6,NH,0개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
성균관대학교(자연과학),기계/자동차/조선공학,3.1 / 4.5,810,없음,NH,1개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
경남대학교,기계/자동차/조선공학,3.9 / 4.5,865,L6,NH,0개,0회,0회,0회,0회,두산인프라코어㈜,연구·실험·기술
금오공과대학교,기계/자동차/조선공학,3.66 / 4.5,725,L6,NH,0개,0회,0회,0회,0회,에이치에스디엔진,생산관리
세종대학교,기계/자동차/조선공학,3.93 / 4.5,830,L6,IL,1개,0회,0회,0회,0회,에이치에스디엔진,기계·기구설계
인하대학교,기계/자동차/조선공학,3.16 / 4.5,900,L6,없음,2개,0회,1회,5회,3회,두산건설㈜,기계·기구설계
영남대학교,기계/자동차/조선공학,3.9 / 4.5,810,L5,IL,0개,0회,0회,0회,0회,두산건설㈜,기계·기구설계
경상대학교,기계/자동차/조선공학,4.02 / 4.5,없음,없음,없음,1개,0회,0회,0회,0회,두산건설㈜,생산관리
울산대학교,기계/자동차/조선공학,3.89 / 4.5,870,L6,없음,0개,0회,0회,1회,0회,두산그룹,기술영업(IT)
홍익대학교(서울),기계/자동차/조선공학,3.56 / 4.5,815,없음,없음,0개,0회,0회,0회,0회,동우화인켐㈜,기계설비
영남대학교,기계/자동차/조선공학,3.8 / 4.5,820,L6,IM,0개,0회,0회,2회,0회,OCI,생산관리
영남대학교,기계/자동차/조선공학,4.06 / 4.5,900,L7,IM,1개,0회,1회,1회,1회,동부건설㈜,기계
동아대학교,기계/자동차/조선공학,3.8 / 4.5,825,L5,없음,0개,0회,0회,0회,0회,현대위아,연구·실험·기술
한양대학교(서울),기계/자동차/조선공학,3.28 / 4.5,720,없음,IL,3개,0회,0회,0회,2회,삼성SDS㈜,-
부산대학교(밀양),기계/자동차/조선공학,3.73 / 4.5,875,L6,IM,1개,0회,0회,1회,0회,한화에어로스페이스,QAA·통화품질
경상대학교,기계/자동차/조선공학,3.7 / 4.5,800,L8,IL,0개,0회,0회,0회,1회,한화에어로스페이스,생산관리
부경대학교,기계/자동차/조선공학,3.8 / 4.5,830,L6,없음,4개,0회,0회,1회,1회,삼성전자㈜,연구·실험·기술
한국항공대학교,기계/자동차/조선공학,3.35 / 4.5,600,없음,IL,0개,0회,0회,0회,0회,삼성전자㈜,제품개발
홍익대학교(서울),기계/자동차/조선공학,3.26 / 4.5,780,L7,NH,0개,0회,0회,0회,0회,삼성전자㈜,연구·실험·기술
충남대학교,기계/자동차/조선공학,3.59 / 4.5,685,L6,IM,0개,0회,0회,0회,1회,삼성전자㈜,생산관리
서울과학기술대학교,기계/자동차/조선공학,3.92 / 4.5,850,없음,IL,1개,1회,0회,0회,1회,삼성전자㈜,연구·실험·기술
고려대학교(세종),기계/자동차/조선공학,3.02 / 4.5,820,없음,IM,1개,0회,0회,5회,0회,삼성엔지니어링㈜,기계·기구설계
가천대학교 경원캠퍼스,기계/자동차/조선공학,3.47 / 4.5,815,L5,없음,2개,0회,0회,0회,1회,삼성엔지니어링㈜,플랜트
영남대학교,기계/자동차/조선공학,3.9 / 4.5,715,없음,IL,0개,0회,0회,0회,0회,두산인프라코어㈜,생산관리
서울과학기술대학교,기계/자동차/조선공학,3.33 / 4.5,850,L6,없음,1개,0회,0회,0회,0회,㈜포스코엔지니어링,플랜트
경기대학교(서울),기계/자동차/조선공학,3.77 / 4.5,870,L6,IL,0개,0회,1회,0회,0회,대림그룹,기계설비
영남대학교,기계/자동차/조선공학,4.35 / 4.5,855,없음,없음,0개,0회,0회,0회,0회,SK이노베이션㈜,생산관리
금오공과대학교,기계/자동차/조선공학,3.88 / 4.5,765,없음,없음,0개,0회,0회,0회,0회,LG전자㈜,기계
부산대학교(밀양),기계/자동차/조선공학,3.6 / 4.5,795,없음,IM,0개,1회,0회,0회,1회,현대모비스㈜,생산관리
인하대학교,기계/자동차/조선공학,3.8 / 4.5,810,L6,없음,0개,0회,0회,0회,0회,㈜팬택,기계
인하대학교,기계/자동차/조선공학,3.59 / 4.5,790,L5,없음,0개,0회,0회,0회,0회,에이치에스디엔진,기계·기구설계
인하대학교,기계/자동차/조선공학,3.82 / 4.5,880,없음,IL,0개,1회,1회,0회,1회,㈜한화건설,플랜트
인하대학교,기계/자동차/조선공학,3.54 / 4.5,770,없음,IM,3개,0회,0회,2회,0회,현대제철㈜,생산관리
인하대학교,기계/자동차/조선공학,3.54 / 4.5,770,없음,IM,3개,0회,0회,2회,0회,씨제이모닝웰(주),생산관리
인하대학교,기계/자동차/조선공학,3.83 / 4.5,760,없음,IL,0개,0회,0회,0회,0회,삼성중공업㈜,자동차·조선설계
인하대학교,기계/자동차/조선공학,3.66 / 4.5,780,없음,IM,1개,0회,0회,0회,0회,STX조선해양㈜,자동차·조선설계
